date,ward_name,NDVI,prcp,lst,msdi,GCI,GCI_class
2022-11-01,Lodokejek,0.0338,62.45,28.1,0.0777,31.25,Poor
2022-12-01,Lodokejek,0.0343,34.66,30.15,0.0799,24.53,Poor
2023-01-01,Lodokejek,0.03,13.27,29.64,0.0791,21.24,Poor
2023-02-01,Lodokejek,0.03,15.52,31.29,0.0744,21.33,Poor
2023-03-01,Lodokejek,0.03,32.29,34.68,0.0682,22.8,Poor
2023-04-01,Lodokejek,0.1455,125.97,28.01,0.0681,51.86,Moderate
2023-05-01,Lodokejek,0.1143,53.89,27.1,0.0877,34.04,Poor
2023-06-01,Lodokejek,0.0902,31.75,25.36,0.0764,32.57,Poor
2023-07-01,Lodokejek,0.03,17.08,25.74,0.0925,22.01,Poor
2023-08-01,Lodokejek,0.03,13.05,27.44,0.0826,22.19,Poor
2023-09-01,Lodokejek,0.03,33.06,28.77,0.0813,24.75,Poor
2023-10-01,Lodokejek,0.1753,143.24,28.31,0.0631,57.69,Moderate
2023-11-01,Lodokejek,0.2934,246.88,26.38,0.049,71.77,Good
2023-12-01,Lodokejek,0.3297,189.96,27.88,0.0343,76.38,Good
2024-01-01,Lodokejek,0.148,28.52,29.21,0.0662,35.25,Poor
2024-02-01,Lodokejek,0.0503,17.73,30.65,0.0806,22.28,Poor
2024-03-01,Lodokejek,0.1401,85.75,31.31,0.068,42.16,Moderate
2024-04-01,Lodokejek,0.1372,79.65,29.69,0.0619,43.59,Moderate
2024-05-01,Lodokejek,0.1525,86.2,26.63,0.0733,45.67,Moderate
2024-06-01,Lodokejek,0.1131,40.53,26.87,0.0715,35.51,Poor
2024-07-01,Lodokejek,0.0473,22.73,26.81,0.0831,25.4,Poor
2024-08-01,Lodokejek,0.03,9.96,27.13,0.0851,21.37,Poor
2024-09-01,Lodokejek,0.03,18.1,28.26,0.0937,19.92,Very poor
2024-10-01,Lodokejek,0.0354,51.09,28.76,0.0831,27.73,Poor
2024-11-01,Lodokejek,0.1287,108.2,27.35,0.0696,47.91,Moderate
2024-12-01,Lodokejek,0.1908,98.51,29.38,0.0654,49.96,Moderate
2025-01-01,Lodokejek,0.0701,11.17,32.54,0.075,22.28,Poor
2025-02-01,Lodokejek,0.03,13.14,33.07,0.0846,17.27,Very poor
2025-03-01,Lodokejek,0.0589,66.47,31.17,0.0822,30.23,Poor
2025-04-01,Lodokejek,0.1113,71.74,28.46,0.061,41.65,Moderate
2025-05-01,Lodokejek,0.1645,94.59,27.22,0.0708,47.99,Moderate
2025-06-01,Lodokejek,0.0788,23.87,25.82,0.0776,29.82,Poor
2025-07-01,Lodokejek,0.03,21.58,25.7,0.0889,23.6,Poor
2025-08-01,Lodokejek,0.03,31.81,26.32,0.0742,28.09,Poor
2025-09-01,Lodokejek,0.0395,43.21,30.51,0.0754,27.02,Poor
2025-10-01,Lodokejek,0.0547,45.78,29.04,0.0876,26.99,Poor
2025-11-01,Lodokejek,0.1361,110.35,29.57,0.0603,49.09,Moderate
2025-12-01,Lodokejek,0.1815,95.79,28.42,0.0692,48.78,Moderate
2026-01-01,Lodokejek,0.0789,17.63,30.69,0.0654,27.6,Poor
2026-02-01,Lodokejek,0.0501,27.11,33.68,0.0782,21.92,Poor
2026-03-01,Lodokejek,0.0698,59.36,31.17,0.0693,32.66,Poor
2026-04-01,Lodokejek,0.2365,173.92,29.49,0.0508,64.9,Good
2026-05-01,Lodokejek,0.1804,74.88,29.34,0.0616,46.16,Moderate
2026-06-01,Lodokejek,0.0899,32.98,24.71,0.0757,33.43,Poor
2026-07-01,Lodokejek,0.03,15.01,28.36,0.0782,22.76,Poor
2026-08-01,Lodokejek,0.03,22.5,25.41,0.0757,26.91,Poor
2019-01-01,Loosuk,0.1403,18.56,29.97,0.0614,33.51,Poor
2019-02-01,Loosuk,0.2427,19.09,32.07,0.0505,41.52,Moderate
2019-03-01,Loosuk,0.3414,74.06,30.79,0.0457,59.68,Moderate
2019-04-01,Loosuk,0.5175,138.84,29.02,0.0261,87.35,Very good
2019-05-01,Loosuk,0.4617,67.47,27.2,0.0409,70.94,Good
2019-06-01,Loosuk,0.4125,38.02,27.09,0.0492,60.82,Good
2019-07-01,Loosuk,0.352,25.81,26.71,0.0468,55.39,Moderate
2019-08-01,Loosuk,0.3298,23.71,25.82,0.0438,54.86,Moderate
2019-09-01,Loosuk,0.3194,25.74,29.47,0.0355,53.4,Moderate
2019-10-01,Loosuk,0.3554,63.19,29.23,0.0423,60.84,Good
2019-11-01,Loosuk,0.445,85.72,28.37,0.0296,74.39,Good
2019-12-01,Loosuk,0.4622,86.94,28.83,0.0353,74.16,Good
2020-01-01,Loosuk,0.3842,18.6,29.01,0.0424,55.58,Moderate
2020-02-01,Loosuk,0.3302,15.37,32.45,0.0487,47.12,Moderate
2020-03-01,Loosuk,0.3428,44.73,30.33,0.0352,57.58,Moderate
2020-04-01,Loosuk,0.5547,163.1,28.54,0.023,90.28,Very good
2020-05-01,Loosuk,0.5363,93.49,29.53,0.0389,76.53,Good
2020-06-01,Loosuk,0.402,26.16,27.33,0.0442,59.04,Moderate
2020-07-01,Loosuk,0.3676,22.29,28.35,0.0426,55.51,Moderate
2020-08-01,Loosuk,0.3206,12.23,25.09,0.0505,51.41,Moderate
2020-09-01,Loosuk,0.3408,37.03,28.06,0.0517,54.32,Moderate
2020-10-01,Loosuk,0.3457,38.63,31.04,0.0507,52.76,Moderate
2020-11-01,Loosuk,0.3182,30.15,32.28,0.0542,47.65,Moderate
2020-12-01,Loosuk,0.3343,34.7,29.59,0.0383,55.23,Moderate
2021-01-01,Loosuk,0.2957,9.2,33.57,0.0446,43.68,Moderate
2021-02-01,Loosuk,0.3197,15.78,32.27,0.0369,49.21,Moderate
2021-03-01,Loosuk,0.2901,25.66,31.96,0.0553,44.95,Moderate
2021-04-01,Loosuk,0.3401,55.5,29.28,0.0501,56.74,Moderate
2021-05-01,Loosuk,0.3884,62.51,29.58,0.0401,63.24,Good
2021-06-01,Loosuk,0.3516,26.66,29.72,0.0437,53.8,Moderate
2021-07-01,Loosuk,0.3067,13.59,28.97,0.0603,45.39,Moderate
2021-08-01,Loosuk,0.2809,0.29,28.71,0.0526,43.28,Moderate
2021-09-01,Loosuk,0.2964,19.43,31.85,0.0526,45.04,Moderate
2021-10-01,Loosuk,0.2764,22.68,31.27,0.0534,44.46,Moderate
2021-11-01,Loosuk,0.3172,44.41,29.94,0.0447,53.95,Moderate
2021-12-01,Loosuk,0.3915,66.14,29.47,0.0402,64.15,Good
2022-01-01,Loosuk,0.316,5.36,30.4,0.0486,46.12,Moderate
2022-02-01,Loosuk,0.3001,12.71,34.84,0.0384,44.94,Moderate
2022-03-01,Loosuk,0.3407,38.19,31.83,0.0464,52.67,Moderate
2022-04-01,Loosuk,0.3115,26.15,30.61,0.0441,50.1,Moderate
2022-05-01,Loosuk,0.365,60.79,28.6,0.0538,59.07,Moderate
2022-06-01,Loosuk,0.3114,8.32,27.91,0.0506,47.84,Moderate
2022-07-01,Loosuk,0.2915,10.31,27.89,0.0492,47.11,Moderate
2022-08-01,Loosuk,0.2412,0.1,28.2,0.0634,38.48,Poor
2022-09-01,Loosuk,0.2645,14.17,31.41,0.0474,43.44,Moderate
2022-10-01,Loosuk,0.3163,45.71,31.2,0.0434,53.38,Moderate
2022-11-01,Loosuk,0.3595,56.1,30.08,0.0374,60.37,Good
2022-12-01,Loosuk,0.3281,27.64,31.55,0.0524,48.92,Moderate
2023-01-01,Loosuk,0.3101,17.73,33.11,0.0695,40.95,Moderate
2023-02-01,Loosuk,0.271,9.31,33.61,0.0514,40.42,Moderate
2023-03-01,Loosuk,0.3228,38.03,31.02,0.0536,50.43,Moderate
2023-04-01,Loosuk,0.4919,134.65,27.3,0.0301,86.57,Very good
2023-05-01,Loosuk,0.5001,105.81,27.98,0.0351,80.66,Very good
2023-06-01,Loosuk,0.3688,7.9,27.91,0.0455,52.92,Moderate
2023-07-01,Loosuk,0.3566,23.69,25.7,0.0475,56.01,Moderate
2023-08-01,Loosuk,0.3137,16.31,26.75,0.0563,49.0,Moderate
2023-09-01,Loosuk,0.3197,38.55,28.53,0.0591,51.06,Moderate
2023-10-01,Loosuk,0.4946,135.05,25.51,0.0191,90.7,Very good
2023-11-01,Loosuk,0.58,156.26,27.24,0.01,94.21,Very good
2023-12-01,Loosuk,0.58,142.42,30.29,0.0219,87.87,Very good
2024-01-01,Loosuk,0.4753,23.07,32.33,0.0381,61.0,Good
2024-02-01,Loosuk,0.3817,30.87,31.76,0.0376,56.32,Moderate
2024-03-01,Loosuk,0.3719,44.91,30.42,0.044,57.64,Moderate
2024-04-01,Loosuk,0.5302,136.47,28.4,0.0406,84.23,Very good
2024-05-01,Loosuk,0.4787,71.4,25.84,0.0233,77.78,Good
2024-06-01,Loosuk,0.3968,33.09,29.37,0.0394,59.27,Moderate
2024-07-01,Loosuk,0.3527,30.79,27.86,0.0457,55.61,Moderate
2024-08-01,Loosuk,0.3394,34.86,28.35,0.0504,53.9,Moderate
2024-09-01,Loosuk,0.319,27.57,27.75,0.0522,51.35,Moderate
2024-10-01,Loosuk,0.472,107.52,29.5,0.0308,78.74,Good
2024-11-01,Loosuk,0.5558,127.9,27.35,0.0194,88.34,Very good
2024-12-01,Loosuk,0.58,134.22,26.87,0.0233,88.93,Very good
2025-01-01,Loosuk,0.4414,23.88,32.74,0.0355,59.03,Moderate
2025-02-01,Loosuk,0.3776,25.65,31.35,0.0304,57.09,Moderate
2025-03-01,Loosuk,0.385,58.06,31.81,0.0332,62.01,Good
2025-04-01,Loosuk,0.464,102.97,30.32,0.0321,76.47,Good
2025-05-01,Loosuk,0.4823,80.93,28.22,0.0329,75.59,Good
2025-06-01,Loosuk,0.4029,21.38,28.06,0.0445,57.66,Moderate
2025-07-01,Loosuk,0.3401,26.61,26.0,0.0465,55.32,Moderate
2025-08-01,Loosuk,0.3319,22.65,29.32,0.0446,51.86,Moderate
2025-09-01,Loosuk,0.3247,35.3,27.55,0.0495,53.79,Moderate
2025-10-01,Loosuk,0.4053,69.66,28.9,0.0432,65.49,Good
2025-11-01,Loosuk,0.4642,97.18,28.19,0.0446,74.45,Good
2025-12-01,Loosuk,0.58,161.37,29.5,0.0248,89.11,Very good
2026-01-01,Loosuk,0.4103,16.72,29.52,0.0428,56.61,Moderate
2026-02-01,Loosuk,0.346,20.99,34.39,0.0561,45.97,Moderate
2026-03-01,Loosuk,0.4441,90.52,28.91,0.0399,72.41,Good
2026-04-01,Loosuk,0.5336,126.07,27.01,0.0435,82.95,Very good
2026-05-01,Loosuk,0.5786,121.84,26.82,0.0237,86.81,Very good
2026-06-01,Loosuk,0.4239,40.78,27.31,0.0334,65.42,Good
2026-07-01,Loosuk,0.3841,19.27,26.22,0.044,57.58,Moderate
2026-08-01,Loosuk,0.3155,19.2,26.06,0.0543,50.6,Moderate
2019-01-01,Maralal,0.241,26.76,30.2,0.049,44.51,Moderate
2019-02-01,Maralal,0.3677,24.77,31.04,0.0317,56.22,Moderate
2019-03-01,Maralal,0.4526,45.76,31.87,0.039,63.37,Good
2019-04-01,Maralal,0.58,113.75,26.73,0.0203,86.28,Very good
2019-05-01,Maralal,0.58,84.54,28.01,0.0232,79.76,Good
2019-06-01,Maralal,0.5645,37.21,26.87,0.024,72.59,Good
2019-07-01,Maralal,0.4914,26.09,26.29,0.0322,68.78,Good
2019-08-01,Maralal,0.4759,30.08,27.08,0.0454,64.8,Good
2019-09-01,Maralal,0.5023,24.43,28.6,0.031,67.54,Good
2019-10-01,Maralal,0.512,51.36,28.56,0.0236,73.69,Good
2019-11-01,Maralal,0.58,110.29,28.95,0.0136,85.43,Very good
2019-12-01,Maralal,0.58,78.73,28.88,0.0164,79.6,Good
2020-01-01,Maralal,0.5032,7.61,31.85,0.0336,61.54,Good
2020-02-01,Maralal,0.4409,9.98,31.41,0.0416,56.37,Moderate
2020-03-01,Maralal,0.58,119.96,30.25,0.0259,83.27,Very good
2020-04-01,Maralal,0.58,124.62,27.93,0.0183,87.59,Very good
2020-05-01,Maralal,0.58,130.91,27.07,0.0161,89.8,Very good
2020-06-01,Maralal,0.58,42.37,27.81,0.0236,72.8,Good
2020-07-01,Maralal,0.5079,15.68,25.94,0.0323,67.9,Good
2020-08-01,Maralal,0.4794,26.14,27.5,0.0265,68.23,Good
2020-09-01,Maralal,0.4529,18.07,27.5,0.0396,62.14,Good
2020-10-01,Maralal,0.4609,32.7,27.59,0.0343,66.25,Good
2020-11-01,Maralal,0.5284,53.92,29.37,0.0256,73.02,Good
2020-12-01,Maralal,0.4704,34.36,30.76,0.036,64.28,Good
2021-01-01,Maralal,0.4585,8.48,31.75,0.0336,58.87,Moderate
2021-02-01,Maralal,0.4205,10.31,33.28,0.0362,54.7,Moderate
2021-03-01,Maralal,0.4547,36.6,32.29,0.0229,65.22,Good
2021-04-01,Maralal,0.5064,53.4,31.94,0.0217,71.75,Good
2021-05-01,Maralal,0.5081,38.57,30.32,0.0331,68.04,Good
2021-06-01,Maralal,0.4707,20.53,29.23,0.0367,63.06,Good
2021-07-01,Maralal,0.4386,11.87,25.86,0.0385,61.67,Good
2021-08-01,Maralal,0.4278,3.62,28.7,0.038,57.37,Moderate
2021-09-01,Maralal,0.4332,14.0,28.39,0.0374,59.87,Moderate
2021-10-01,Maralal,0.4096,13.22,29.25,0.0478,55.07,Moderate
2021-11-01,Maralal,0.4386,30.92,29.12,0.0328,63.49,Good
2021-12-01,Maralal,0.4996,45.18,30.26,0.0294,69.99,Good
2022-01-01,Maralal,0.4432,11.77,33.51,0.0292,57.91,Moderate
2022-02-01,Maralal,0.4467,9.7,33.57,0.031,57.35,Moderate
2022-03-01,Maralal,0.4821,40.67,32.96,0.0274,66.28,Good
2022-04-01,Maralal,0.4907,36.13,30.2,0.0299,67.79,Good
2022-05-01,Maralal,0.5055,30.66,30.65,0.0259,68.05,Good
2022-06-01,Maralal,0.4229,8.14,28.85,0.0355,58.2,Moderate
2022-07-01,Maralal,0.4149,7.84,27.45,0.0338,59.1,Moderate
2022-08-01,Maralal,0.4164,9.26,29.77,0.0446,55.19,Moderate
2022-09-01,Maralal,0.42,11.03,28.1,0.0369,58.79,Moderate
2022-10-01,Maralal,0.4486,14.89,29.72,0.0414,59.12,Moderate
2022-11-01,Maralal,0.4647,38.86,30.29,0.0276,66.87,Good
2022-12-01,Maralal,0.4781,48.0,32.35,0.0287,67.43,Good
2023-01-01,Maralal,0.4457,5.88,31.98,0.0365,56.7,Moderate
2023-02-01,Maralal,0.4228,11.13,31.68,0.0362,56.27,Moderate
2023-03-01,Maralal,0.4565,33.54,31.57,0.0393,61.77,Good
2023-04-01,Maralal,0.5674,80.31,28.41,0.0199,79.45,Good
2023-05-01,Maralal,0.58,113.57,28.99,0.0267,83.03,Very good
2023-06-01,Maralal,0.5626,37.02,27.95,0.0239,71.72,Good
2023-07-01,Maralal,0.5074,21.21,27.34,0.0194,70.58,Good
2023-08-01,Maralal,0.4453,16.29,27.45,0.0321,63.02,Good
2023-09-01,Maralal,0.4674,22.15,30.04,0.031,63.71,Good
2023-10-01,Maralal,0.58,100.76,26.2,0.0151,85.71,Very good
2023-11-01,Maralal,0.58,197.92,27.63,0.0231,90.99,Very good
2023-12-01,Maralal,0.58,260.38,29.3,0.0327,87.51,Very good
2024-01-01,Maralal,0.58,14.76,32.18,0.0205,65.38,Good
2024-02-01,Maralal,0.5544,32.37,32.23,0.0274,66.75,Good
2024-03-01,Maralal,0.58,81.05,30.93,0.0304,75.24,Good
2024-04-01,Maralal,0.58,77.04,28.09,0.0253,77.97,Good
2024-05-01,Maralal,0.58,82.46,24.71,0.0195,82.88,Very good
2024-06-01,Maralal,0.5412,26.17,27.01,0.0353,68.14,Good
2024-07-01,Maralal,0.473,20.26,26.05,0.0371,65.61,Good
2024-08-01,Maralal,0.4489,20.66,26.94,0.0297,64.95,Good
2024-09-01,Maralal,0.4752,23.34,28.3,0.0382,64.26,Good
2024-10-01,Maralal,0.5577,82.63,28.55,0.0375,75.82,Good
2024-11-01,Maralal,0.58,103.18,28.05,0.0179,84.01,Very good
2024-12-01,Maralal,0.58,72.94,29.53,0.0112,79.26,Good
2025-01-01,Maralal,0.5107,14.74,30.68,0.0343,63.52,Good
2025-02-01,Maralal,0.4888,21.49,32.28,0.0337,62.72,Good
2025-03-01,Maralal,0.5057,56.79,31.18,0.0378,69.35,Good
2025-04-01,Maralal,0.58,159.78,29.06,0.0247,89.5,Very good
2025-05-01,Maralal,0.58,112.68,27.33,0.019,85.92,Very good
2025-06-01,Maralal,0.5561,21.3,27.68,0.0251,69.06,Good
2025-07-01,Maralal,0.4971,9.65,25.99,0.033,66.51,Good
2025-08-01,Maralal,0.4714,27.6,25.63,0.0271,69.28,Good
2025-09-01,Maralal,0.4432,19.08,29.84,0.03,61.89,Good
2025-10-01,Maralal,0.5042,61.82,28.04,0.0386,72.51,Good
2025-11-01,Maralal,0.58,132.14,28.33,0.0205,88.04,Very good
2025-12-01,Maralal,0.58,47.05,31.97,0.0102,73.22,Good
2026-01-01,Maralal,0.5208,18.17,32.76,0.017,66.26,Good
2026-02-01,Maralal,0.4913,20.63,32.52,0.0235,64.81,Good
2026-03-01,Maralal,0.5037,53.06,30.56,0.0253,72.0,Good
2026-04-01,Maralal,0.58,155.41,27.04,0.01,94.37,Very good
2026-05-01,Maralal,0.58,84.28,27.35,0.0187,81.23,Very good
2026-06-01,Maralal,0.5578,26.72,25.74,0.0181,73.06,Good
2026-07-01,Maralal,0.4772,7.89,27.33,0.0303,64.35,Good
2026-08-01,Maralal,0.4796,24.48,28.56,0.0379,64.61,Good
2019-01-01,Nachola,0.2069,7.07,31.47,0.051,37.37,Poor
2019-02-01,Nachola,0.3338,21.33,33.36,0.0487,47.64,Moderate
2019-03-01,Nachola,0.4497,57.71,30.81,0.0364,66.59,Good
2019-04-01,Nachola,0.5445,85.45,27.78,0.0234,80.05,Very good
2019-05-01,Nachola,0.5725,81.43,28.35,0.0186,79.98,Good
2019-06-01,Nachola,0.5661,47.4,28.23,0.0238,73.25,Good
2019-07-01,Nachola,0.4845,21.06,26.5,0.0322,67.29,Good
2019-08-01,Nachola,0.4931,28.85,28.45,0.0286,68.42,Good
2019-09-01,Nachola,0.4347,17.23,27.97,0.04,60.25,Good
2019-10-01,Nachola,0.4999,65.56,27.09,0.0231,77.33,Good
2019-11-01,Nachola,0.5623,90.47,28.9,0.0254,79.53,Good
2019-12-01,Nachola,0.4848,4.87,31.1,0.0381,59.64,Moderate
2020-01-01,Nachola,0.4399,16.76,32.07,0.0315,59.15,Moderate
2020-02-01,Nachola,0.4559,31.51,33.25,0.0441,59.0,Moderate
2020-03-01,Nachola,0.5317,53.0,33.62,0.0224,70.19,Good
2020-04-01,Nachola,0.5532,74.24,28.9,0.0371,74.22,Good
2020-05-01,Nachola,0.58,105.09,28.12,0.0253,82.62,Very good
2020-06-01,Nachola,0.5422,24.86,27.22,0.0262,69.76,Good
2020-07-01,Nachola,0.4868,30.17,26.63,0.0272,69.97,Good
2020-08-01,Nachola,0.4765,15.21,25.82,0.0345,65.8,Good
2020-09-01,Nachola,0.4749,36.46,29.3,0.0442,64.28,Good
2020-10-01,Nachola,0.5143,47.61,28.68,0.0228,73.14,Good
2020-11-01,Nachola,0.4628,19.19,28.25,0.0272,65.17,Good
2020-12-01,Nachola,0.4725,35.24,29.43,0.0462,63.37,Good
2021-01-01,Nachola,0.436,12.84,31.97,0.0442,55.49,Moderate
2021-02-01,Nachola,0.3989,7.53,33.67,0.0424,51.05,Moderate
2021-03-01,Nachola,0.4128,21.31,31.11,0.0407,56.74,Moderate
2021-04-01,Nachola,0.4865,54.63,31.26,0.0341,68.79,Good
2021-05-01,Nachola,0.535,52.75,29.87,0.02,73.66,Good
2021-06-01,Nachola,0.4838,17.23,28.85,0.0314,64.9,Good
2021-07-01,Nachola,0.4549,14.25,28.33,0.0375,61.45,Good
2021-08-01,Nachola,0.4428,12.93,28.86,0.0427,58.8,Moderate
2021-09-01,Nachola,0.3921,9.67,32.14,0.0442,51.74,Moderate
2021-10-01,Nachola,0.4663,34.21,32.9,0.0308,63.4,Good
2021-11-01,Nachola,0.4587,38.35,32.26,0.0282,64.64,Good
2021-12-01,Nachola,0.5053,61.99,30.62,0.0336,71.6,Good
2022-01-01,Nachola,0.4608,15.21,30.65,0.0274,62.39,Good
2022-02-01,Nachola,0.4249,3.29,33.49,0.0296,55.14,Moderate
2022-03-01,Nachola,0.4474,32.67,30.61,0.0357,62.57,Good
2022-04-01,Nachola,0.4936,49.99,31.35,0.0252,70.43,Good
2022-05-01,Nachola,0.5333,58.36,28.52,0.0266,74.23,Good
2022-06-01,Nachola,0.4646,25.52,28.77,0.0379,63.55,Good
2022-07-01,Nachola,0.4436,5.26,28.15,0.0428,58.13,Moderate
2022-08-01,Nachola,0.4041,4.25,27.41,0.0258,59.55,Moderate
2022-09-01,Nachola,0.4217,15.68,29.94,0.0418,57.1,Moderate
2022-10-01,Nachola,0.4772,47.93,30.77,0.0285,68.67,Good
2022-11-01,Nachola,0.5264,56.2,30.84,0.0164,74.28,Good
2022-12-01,Nachola,0.4993,50.09,30.12,0.0297,70.83,Good
2023-01-01,Nachola,0.4714,14.03,30.91,0.0304,62.08,Good
2023-02-01,Nachola,0.4173,10.13,30.6,0.0261,58.85,Moderate
2023-03-01,Nachola,0.4539,27.82,32.15,0.0272,62.86,Good
2023-04-01,Nachola,0.58,114.6,28.5,0.0181,85.51,Very good
2023-05-01,Nachola,0.58,93.05,29.22,0.0202,80.86,Very good
2023-06-01,Nachola,0.5048,24.02,27.39,0.0323,68.12,Good
2023-07-01,Nachola,0.4811,28.96,26.99,0.0344,67.49,Good
2023-08-01,Nachola,0.4495,18.75,25.37,0.0377,64.14,Good
2023-09-01,Nachola,0.4452,15.17,28.76,0.0425,59.47,Moderate
2023-10-01,Nachola,0.58,99.47,29.48,0.0247,80.73,Very good
2023-11-01,Nachola,0.58,260.72,26.99,0.0185,92.52,Very good
2023-12-01,Nachola,0.58,224.83,28.52,0.0308,88.57,Very good
2024-01-01,Nachola,0.58,18.93,31.59,0.0224,66.12,Good
2024-02-01,Nachola,0.5231,28.83,30.23,0.0346,66.15,Good
2024-03-01,Nachola,0.5725,86.9,30.6,0.0313,76.27,Good
2024-04-01,Nachola,0.58,92.91,28.9,0.0263,79.74,Good
2024-05-01,Nachola,0.58,73.4,27.56,0.0156,79.94,Good
2024-06-01,Nachola,0.5333,26.23,27.06,0.0278,69.76,Good
2024-07-01,Nachola,0.48,26.49,26.97,0.0377,66.29,Good
2024-08-01,Nachola,0.4394,15.82,27.06,0.0347,62.26,Good
2024-09-01,Nachola,0.4346,14.54,26.58,0.0334,62.38,Good
2024-10-01,Nachola,0.534,87.57,30.46,0.0276,77.33,Good
2024-11-01,Nachola,0.5513,65.38,27.59,0.0259,76.3,Good
2024-12-01,Nachola,0.58,129.3,28.91,0.0199,87.23,Very good
2025-01-01,Nachola,0.5407,19.54,29.8,0.0223,67.68,Good
2025-02-01,Nachola,0.5073,18.73,29.43,0.0345,65.12,Good
2025-03-01,Nachola,0.5642,90.23,32.29,0.01,80.21,Very good
2025-04-01,Nachola,0.58,180.47,29.17,0.0227,89.85,Very good
2025-05-01,Nachola,0.58,55.36,27.16,0.0218,75.88,Good
2025-06-01,Nachola,0.5268,16.67,27.82,0.0334,66.33,Good
2025-07-01,Nachola,0.4672,23.69,27.48,0.0314,65.91,Good
2025-08-01,Nachola,0.4395,18.87,27.17,0.0539,58.41,Moderate
2025-09-01,Nachola,0.4614,27.23,29.17,0.0423,62.33,Good
2025-10-01,Nachola,0.5183,70.04,29.43,0.0343,73.73,Good
2025-11-01,Nachola,0.58,156.71,26.7,0.0237,91.6,Very good
2025-12-01,Nachola,0.58,109.71,27.85,0.018,85.24,Very good
2026-01-01,Nachola,0.549,27.55,30.77,0.025,67.65,Good
2026-02-01,Nachola,0.5161,29.62,33.26,0.0258,65.82,Good
2026-03-01,Nachola,0.5701,82.66,30.27,0.0179,78.8,Good
2026-04-01,Nachola,0.58,119.53,29.27,0.0177,85.8,Very good
2026-05-01,Nachola,0.58,56.91,25.18,0.0158,79.04,Good
2026-06-01,Nachola,0.5251,32.09,28.37,0.025,70.32,Good
2026-07-01,Nachola,0.4941,27.3,27.23,0.0289,69.15,Good
2026-08-01,Nachola,0.4466,5.45,24.58,0.0422,61.35,Good
2019-01-01,Ndoto,0.108,29.45,31.06,0.0657,31.24,Poor
2019-02-01,Ndoto,0.1175,20.57,30.91,0.0795,27.47,Poor
2019-03-01,Ndoto,0.1986,63.76,30.82,0.0603,44.71,Moderate
2019-04-01,Ndoto,0.2646,84.74,27.87,0.0517,57.09,Moderate
2019-05-01,Ndoto,0.2864,83.97,25.34,0.0596,58.76,Moderate
2019-06-01,Ndoto,0.2213,23.21,26.99,0.0596,42.75,Moderate
2019-07-01,Ndoto,0.1927,26.18,26.13,0.0697,39.67,Poor
2019-08-01,Ndoto,0.1771,18.44,27.04,0.0644,37.76,Poor
2019-09-01,Ndoto,0.1918,36.65,27.49,0.0575,42.98,Moderate
2019-10-01,Ndoto,0.2237,63.51,28.34,0.0576,48.98,Moderate
2019-11-01,Ndoto,0.2356,63.96,27.58,0.0552,51.04,Moderate
2019-12-01,Ndoto,0.2811,72.1,28.73,0.0582,54.0,Moderate
2020-01-01,Ndoto,0.1898,7.77,31.26,0.059,34.67,Poor
2020-02-01,Ndoto,0.159,17.74,31.55,0.0687,31.8,Poor
2020-03-01,Ndoto,0.2753,93.94,31.02,0.0503,57.17,Moderate
2020-04-01,Ndoto,0.3338,103.72,29.18,0.0524,63.88,Good
2020-05-01,Ndoto,0.3717,100.83,25.57,0.0446,70.67,Good
2020-06-01,Ndoto,0.2462,20.89,25.87,0.0654,43.7,Moderate
2020-07-01,Ndoto,0.1901,21.78,25.53,0.0591,41.59,Moderate
2020-08-01,Ndoto,0.1667,25.01,25.07,0.0746,37.42,Poor
2020-09-01,Ndoto,0.174,18.08,27.36,0.0725,35.43,Poor
2020-10-01,Ndoto,0.1732,38.88,29.84,0.0621,39.16,Poor
2020-11-01,Ndoto,0.1802,30.92,28.25,0.0632,39.35,Poor
2020-12-01,Ndoto,0.1948,55.69,31.02,0.0616,42.64,Moderate
2021-01-01,Ndoto,0.1806,10.14,33.04,0.0689,30.8,Poor
2021-02-01,Ndoto,0.1281,6.3,32.75,0.0717,26.09,Poor
2021-03-01,Ndoto,0.1487,21.75,32.69,0.0704,30.45,Poor
2021-04-01,Ndoto,0.156,30.3,31.18,0.074,32.81,Poor
2021-05-01,Ndoto,0.1658,36.12,27.97,0.072,37.46,Poor
2021-06-01,Ndoto,0.1691,16.31,26.16,0.0715,35.97,Poor
2021-07-01,Ndoto,0.1382,9.1,27.54,0.0735,31.04,Poor
2021-08-01,Ndoto,0.1124,7.59,29.65,0.079,26.09,Poor
2021-09-01,Ndoto,0.125,9.4,31.02,0.0743,27.22,Poor
2021-10-01,Ndoto,0.1468,29.58,31.27,0.0694,32.99,Poor
2021-11-01,Ndoto,0.2205,61.93,30.32,0.0677,44.69,Moderate
2021-12-01,Ndoto,0.239,58.57,31.31,0.0547,47.51,Moderate
2022-01-01,Ndoto,0.1828,9.26,31.91,0.0548,34.87,Poor
2022-02-01,Ndoto,0.1353,8.66,33.48,0.068,27.23,Poor
2022-03-01,Ndoto,0.1647,33.6,32.44,0.0757,32.58,Poor
2022-04-01,Ndoto,0.2093,61.09,30.83,0.0686,43.15,Moderate
2022-05-01,Ndoto,0.2527,61.15,29.31,0.0525,50.99,Moderate
2022-06-01,Ndoto,0.1746,14.63,30.09,0.061,35.25,Poor
2022-07-01,Ndoto,0.1254,2.28,27.54,0.072,29.35,Poor
